Date,Content,Label
2017-03-15,"april gold falls $1.90, or 0.2%, to settle at $1,200.70/oz",2
2017-03-16,traders divided on gold gst rate,1
2017-03-16,"april gold rallies by $26.40, or 2.2%, to settle at $1,227.10/oz",0
2017-03-16,barrick gold stock price target raised to $23 from $19 at rbc capital,0
2017-03-16,gold futures settle at a two-week high,0
2017-03-16,"april gold up $30.50, or 2.5%, at $1,231.20/oz.",0
2017-03-16,gold rallies to highest finish in two weeks,0
2017-03-16,barrick gold upgraded to outperform from sector perform at rbc capital,1
2017-03-16,"april gold jumps $25.30, or 2.1%, to $1,226 an ounce",0
2017-03-16,gold holds sharp gains after u.s. data,0
2017-03-16,gold futures mark highest finish in two weeks,0
2017-03-17,gold heads for first weekly gain in three as fed signal hurts dollar,0
2017-03-17,gold posts biggest weekly gain since early february,0
2017-03-17,gold prices score of gain of more than 2% for the week,0
2017-03-17,"april gold settles at $1,230.20/bbl, up $3.10, or 0.3%",0
2017-03-17,gold futures end the week 2.4% higher,0
2017-03-20,gold prices settle at a two and a half week high,0
2017-03-20,"april gold settles at $1,234/oz, up $3.80, or 0.3%",0
2017-03-20,gold futures mark highest finish since march 1,0
2017-03-20,"spot gold, silver prices surge on weak dollar index",0
2017-03-20,"buy gold, says t gnanasekar",1
2017-03-20,gold prices log highest settlement in two-and-a-half weeks,0
2017-03-21,"gold falls in early trade, rs 28,820 key level to watch",2
2017-03-21,gold prices mark fourth straight session climb,0
2017-03-21,"april gold up $12.50, or 1%, to settle at $1,246.50/oz",0
2017-03-21,gold settles at a nearly 3-week high as dollar drops,0
2017-03-21,"gold up a 4th session in row, settles at a nearly 3-week high",0
2017-03-22,gold futures notch fifth straight session gain,0
2017-03-22,"april gold settles at $1,249.70/oz, up $3.20, or 0.3%",0
2017-03-22,"gold prices notch 5th straight gain, buoyed by a slump in risky assets",0
2017-03-23,gold prices settle lower to end a multisession rise,2
2017-03-23,"april gold down $2.50, or 0.2%, to settle at $1,247.20/oz",2
2017-03-23,"april gold off 70 cents, or less than 0.1%, at $1,249.20/0z.",2
2017-03-23,gold trades flat after jobless-claims report,1
2017-03-23,gold futures end lower after 5-session climb,2
2017-03-23,"gold prices settle lower, pulling back after a 5-session rise",2
2017-03-23,gold trades flat after jobless-claims report,1
2017-03-23,gold holds below 3-week peak as dollar recovers; trump's policy in focus,2
2017-03-24,"gold recovers to rs 29,350 on spot demand",0
2017-03-24,gold futures tally a weekly gain of roughly 1.5%,0
2017-03-24,"april gold off $2.20, or 0.2%, at $1,245/oz.",2
2017-03-24,"april gold off $2.20, or 0.2%, at $1,245/oz.",2
2017-03-24,"april gold at $1,247.50/oz in electronic trading, after $1,248.50 settlement",1
2017-03-24,"april gold settles at $1,248.50/oz, up $1.30, or 0.1%",0
2017-03-24,gold holds losses after durable-goods orders,2
2017-03-24,gold futures end the week roughly 1.5% higher,0
2017-03-24,gold climbs for second week in a row,0
2017-03-25,"gold falls to rs 29,330 on weak global cues, muted demand",2
2017-03-27,gold prices end at highest level in a month,0
2017-03-27,gold ends at a 1-month high as traders shy away from risky assets,0
2017-03-27,"april gold gains $7.20, or 0.6%, to settle at $1,255.70/oz",0
2017-03-27,"gold futures rise to rs 29,034 on firm global cues",0
2017-03-27,gold futures log highest settlement since late february,0
2017-03-27,gold hits 1-month peak as trump's healthcare failure hurts dollar,0
2017-03-28,gold prices trade lower as u.s. dollar finds support,2
2017-03-28,"gold prices end with a slight loss as u.s. equities, dollar gain ground",2
2017-03-28,"april gold down $1.60, or 0.1%, at $1,254.10/oz after highs above $1,258",2
2017-03-28,"gold prices mark a loss as u.s. equities, dollar gain ground",2
2017-03-28,"gold, silver trade flat in morning deals",1
2017-03-28,"april gold settles at $1,255.60/oz, down 10 cents for the session",2
2017-03-28,"april gold settles at $1,255.60/oz, down 10 cents for the session",2
2017-03-28,"gold prices steady near 1-month high on political, economic uncertainty",1
2017-03-29,gold extends retreat from a 1-month high,0
2017-03-29,"meet d-street's whizkid investor who stays anonymous, but strikes gold in stocks",1
2017-03-29,"april gold falls $1.90, or 0.2%, to settle at $1,253.70/oz",2
2017-03-29,"gold rate: check out the latest gold price, trends and market outlook",1
2017-03-29,"gold for june delivery loses $2, or 0.2%, to finish at $1,256.80/oz",2
2017-03-30,gold prices finish lower as dollar strengthens,2
2017-03-30,"april gold falls $6.90, or 0.6%, at $1,246.80/oz.",2
2017-03-30,"gold settles lower, unable to shake off strengthening dollar",2
2017-03-30,"gold adds to earlly loss after jobless claims, gdp revision",2
2017-03-30,"june gold settles at $1,248/oz, down $8.80, or 0.7%",2
2017-03-31,"gold for june delivery settles $3.20, or 0.3%, higher at $1,251.20/oz.",0
2017-03-31,gold futures drop rs 72 on weak global cues; silver weakens in futures trade,2
2017-03-31,"gold logs a more than 8% quarterly rise, 0.2% higher for the week, but off 0.2% for the month",0
2017-03-31,gold holds losses after data,2
2017-03-31,"june gold off $4.80, or 0.4%, at $1,243.20/oz.",2
2017-03-31,gold falters in march but books 8% quarterly climb,0
2017-03-31,"gold settles higher, books weekly, quarterly advance but ends march in the red",0
2017-03-31,"gold for june delivery settles $3.20, or 0.3%, higher at $1,251.20/oz.",0
2017-03-31,"gold, silver slip; it's time to tread with caution",2
2017-04-01,gold holds ground at more than 3-week high after fomc minutes,0
2017-04-01,"feb. gold climbs $3.30, or 0.3%, to settle at $1,165.30/oz",0
2017-04-01,"feb. gold at $1,166.80/oz in electronic trade vs. $1,165.30 settlement",1
2017-04-01,"gold climbs rs 200 on global cues, silver regains rs 40k-mark",0
2017-04-01,gold inches up as physical demand offsets stronger dollar,0
2017-04-01,gold futures hold gains in electronic trading after fed minutes,0
2017-04-01,gold to trade in 27311-28057 range: achiievers equities,1
2017-04-01,gold futures inch up in electronic trading after fomc minutes,0
2017-04-01,gold futures settle at a more than 3-week high ahead of fed minutes,0
2017-04-02,"silver regains strength on demand build-up, gold steady",0
2017-04-04,"gold settles up $4.40, or 0.4%, at $1,258.40 an ounce",0
2017-04-04,"gold settles up $4.40, or 0.4%, at $1,258.40 an ounce",0
2017-04-04,should you invest in gold right now?,1
2017-04-04,gold closes higher for 3rd day ahead of china trade meeting,0
2017-04-04,gold settles higher for third day as investors await trump-xi meeting,0
2017-04-05,"gold holds lower after jobless-claims report, other data",2
2017-04-05,gold futures settle at lowest level in about seven weeks,2
2017-04-05,gold sinks to a 7-week low,2
2017-04-05,"gold, silver trade lower in morning deals",2
2017-04-05,gold settles at lowest price in 7 weeks,2
2017-04-05,"gold investment demand falls 34%, but wgc says it was still 'robust'",1
2017-04-05,india's gold demand rises 15% to 123.5 tonnes in q1: wgc,1
2017-04-05,india's gold demand up 15% to 123.5 tonne in q1 2017: world gold council,1
2017-04-05,"june gold settle at $1,228.60/oz, down $19.90, or 1.6%",2
2017-04-05,"june gold down 1.5% at $1,230.40/oz.",2
2017-04-05,gold sinks to a 7-week low,2
2017-04-05,randgold profit up 41% as gold production rises,1
2017-04-07,gold prices up in asia ahead of u.s. holiday,0
2017-04-07,gold prices up in asia ahead of u.s. holiday,0
2017-04-07,gold gains in asia ahead of release of fed minutes for june meeting,0
2017-04-08,today gold price: track today gold rate latest trends and news,1
2017-04-08,"december gold finishes down 0.8% at $1,264.60/oz.",2
2017-04-08,gold prices fall after jobs report,2
2017-04-08,expect gold to trade sideways: sushil finance,1
2017-04-08,"gold will not be in demand as long as inflation is low: sanjay shah, hsbc global asset management",2
2017-04-08,"december gold down 0.4% at $1,267/oz.",2
2017-04-08,"gold will not be in demand as long as inflation is low: sanjay shah, hsbc global asset management",2
2017-04-08,"gold ends day, week lower as dollar climbs on hiring strength",2
2017-04-08,gold prices end day and week lower as dollar pops after friday jobs report,2
2017-04-08,gold steady near 7-week highs ahead of us jobs data,1
2017-04-08,"gold price ends day, week lower, as dollar surges on july jobs report",2
2017-04-08,gold prices to trade lower: angel commodities,2
2017-04-09,expect gold to trade positive: sushil finance,0
2017-04-09,"gold futures climb to rs 30,064 per 10 gm",0
2017-04-09,"yen, bonds and gold gain on n.korea nuclear test, missile report",0
2017-04-09,gold rises near 1-year high after north korea claims nuclear test success,0
2017-04-09,"gold jumps 1% to $1,343.50 an ounce after north korea nuclear test",0
2017-04-09,gold hits near one-year peak as tensions rise over north korea,0
2017-04-09,"gold, silver trade higher on rising geo-political unrest",0
2017-04-09,gold rate: check out current gold price,1
2017-04-09,"gold hits 2017 high on n korea's nuclear test, at rs 30,600",0
2017-04-09,gold hits near 1-year peak as tensions rise over n.korea,0
2017-04-10,gold holds on to modest gain after upbeat ism services data,0
2017-04-10,"gold trades higher; may witness pullback till rs 29,800",0
2017-04-10,"dec. gold pares gains, up 0.1% at $1,275.90/oz after ism services data",0
2017-04-10,trump's saber-rattling is the big reason you should own some gold,1
2017-04-10,"dec. gold pares gains, up 0.1% at $1,275.90/oz after ism services data",0
2017-04-10,"dec. gold settles at $1,276.80/oz, up $2.20, or 0.2%",0
2017-04-10,"bitcoin's rise may be like when 'paper money displaced gold,' says goldman's ceo",1
2017-04-10,expect gold to trade sideways: sushil finance,1
2017-04-10,gold prices gain on dollar retreat,0
2017-04-10,"gold futures rise to rs 29,416",0
2017-04-12,"gold tumbles to rs 30,200; silver falls by rs 150/kg",2
2017-04-12,"feb. gold settles at $1,277.70/oz on comex, down $4.60, or 0.4%",2
2017-04-12,"gold ends lower as tax-cut progress lifts u.s. dollar, stocks",2
2017-04-12,"gold ends with a loss as the u.s. dollar, stocks rise as tax plan moves forward",2
2017-04-12,gold etfs soar as russia probe closes in on trump's inner circle,0
2017-04-12,"gold rate today: gold, silver down in morning trade",2
2017-04-12,"venezuela announces 'the petro' currency backed by gold, oil and diamonds",1
2017-04-12,gold dips as dollar shines after us senate clears tax bill,2
2017-04-13,gold prices stretch rally in to a third straight session,0
2017-04-13,gold prices up a third straight session to settle at highest since nov. 4,0
2017-04-13,"gold, silver prices notch third straight session climb",0
2017-04-13,"june gold up $10.40, or 0.8%, to settle at $1,288.50/oz",0
2017-04-13,"gold holds firm gain, up 0.8%, at $1,288.40/oz., after data",0
2017-04-17,gold prices settle at highest level since nov. 4,0
2017-04-17,gold holds in positive territory after empire state manufacturing data,0
2017-04-17,"june gold climbs $3.40, or 0.3%, to settle at $1,291.90/oz",0
2017-04-17,"gold futures rise to rs 29,459 on firm global cues",0
2017-04-17,gold holds in positive territory after empire state manufacturing data,0
2017-04-17,gold gains 3% in 4 sessions as global tensions drive 'haven' demand,0
2017-04-17,"june gold less than 0.1% higher at $1,289.10/oz.",0
2017-04-17,gold ends higher as tensions between u.s. and north korea weigh on the dollar,0
2017-04-17,gold hits five-month high on rising geopolitical tensions,0
2017-04-18,why gold isn't the safe haven it's cracked up to be,1
2017-04-18,"june gold settles at $1,294.10/oz, up $2.20, or 0.2%",0
2017-04-18,"gold prices end with a gain, with dollar index near session lows",0
2017-04-18,why gold isn't the safe haven it's cracked up to be,1
2017-04-18,gold holds loss after march industrial-production report,2
2017-04-18,gold shakes off weakness to eke out a gain as dollar falls,0
2017-04-18,"june gold holds 0.3% at $1,287.70/oz.",1
2017-04-18,"june gold settles at $1,294.10/oz, up $2.20, or 0.2%",0
2017-04-18,gold shakes off losses to finish higher,0
2017-04-18,"june gold off 0.4% at $1,287.20/oz.",2
2017-04-18,gold trades lower in early trade on profit booking; brokerages bullish,2
2017-04-18,gold holds early loss after march housing start data,2
2017-04-19,polymetal gold output rises; keeps 2017 targets,1
2017-04-19,"june gold trades at $1,281.80/oz, down from $1,283.40 settlement",2
2017-04-19,gold falls in electronic trade after fed beige book release,2
2017-04-19,"gold logs first loss in 6 sessions, extends decline after beige book",2
2017-04-19,gold futures log lowest finish since april 12,2
2017-04-19,"june gold falls $10.70, or 0.8%, to settle at $1,283.40/oz",2
2017-04-19,gold prices end at 1-week low as dollar recovers,2
2017-04-20,gold ends with small gain,0
2017-04-20,acacia mining revenue up 6% on gold price rise,0
2017-04-20,"june gold settles at $1,283.80/oz, up 40 cents for the session",0
2017-04-20,acacia mining revenue up 6% on gold price rise,0
2017-04-21,"june gold gains $5.30, or 0.4%, to settle at $1,289.10/oz",0
2017-04-21,gold prices erase their loss for the week,2
2017-04-21,"gold eases to rs 29,800; silver slumps below rs 42k-mark",1
2017-04-21,gold ends roughly 60 cents higher for the week,0
2017-04-21,gold holds steady as investors turn cautious ahead of french polls,1
