date,text,label
2016-06-07,gold outshines the competition,1
2013-09-24,gold smuggling from dubai: customs hints at more arrests,1
2010-11-24,"crude oil up, gold down after u.s. data",2
2018-11-05,"charts : trading the gold price range, what to do about silver",1
2004-02-12,barrick gold to invest $28m in celtic resources,1
2016-12-23,"gold settles up $2.90, or 0.3%, at $1,133.60 an ounce",0
2015-08-07,"gold at 4-month lows, platinum nears $1,000/oz on china worries",2
2011-09-11,gold falls 1.2% in electronic trade vs comex close,2
2005-01-09,gold etfs higher on weaker dollar,0
2012-10-20,10 nations that control the world's gold,1
2004-01-04,"gold futures tap 15-year high, then pull back",0
2013-03-20,gold loses more in electronic trade after fomc,2
2016-01-27,gold falls from 3-month high ahead of fed statement,2
2016-07-03,gold futures pull back from 13-month high,2
2004-01-11,"gold futures drop, take cue from reversal in crude",2
2016-07-03,"gold prices steady below 13-month high, fed speakers in focus",1
2017-11-13,expect gold to trade negative: sushil finance,2
2018-11-28,miners : gold investors target executives with less skin in the game,1
2014-04-05,gold / silver / copper futures - weekly outlook: may 5 - 9,1
2017-12-05,gold futures post a gain of less than 0.1% for the week,0
2014-09-16,"gold climbs $1.60 to settle at $1,236.70/oz",0
2003-08-13,gold futures at fresh two-week high,0
2005-03-30,meridian to buy gold fields j.v. for $7.5m,1
2017-11-17,gold remains slightly higher after housing data,0
2016-10-25,gold prices score highest settlement in 3 weeks,0
2014-09-18,gold falls as market preps for dollar strengthening trend,2
2017-11-23,the road ahead does not look very smooth for comex gold,1
2013-10-25,"gold futures up at rs 30,616 per 10 gm",0
2017-02-24,gold prices score 4th week of gains,0
2017-06-02,gold futures up rs 115 on positive global cues,0
2006-03-10,gold futures tally a three-session drop of over $29,2
2017-05-17,"june gold futures up $6.90, or 0.6%, to $1,243.30 an ounce",0
2015-10-15,gold trades at 4-month highs on delayed fed rate hike bets,0
2011-02-12,sell gold; buy silver and copper suggest experts,1
2017-08-24,"gold futures down at rs 29,130 on weak global cues",2
,"gold issues, futures prices fall",2
2018-04-26,"gold falls on strong dollar, higher us yields",2
2015-09-30,"gold falls 1.5% on month, loses 4.8% on quarter",2
2002-05-28,gold futures breach $325 an ounce,2
2011-11-24,mcx goldguinea nov contract declines,2
2017-04-10,expect gold to trade sideways: sushil finance,1
2012-07-13,"gold ends higher, breaks string of losses",0
2017-07-17,"mining and metals stocks rally on higher copper, gold prices; freeport mcmoran up 3.5% to lead s&p 500",0
2017-03-04,gold settles higher to kick of second-quarter trade,0
2009-08-06,gold ends at two-week low as dollar continues to strengthen,2
2013-03-28,"gold below $1,600, falls nearly 5% in quarter",2
2007-11-28,"gold falls on global cues, rupee closes weak",2
2018-09-28,china's aug net gold imports via hong kong hit 2018 low,1
2016-02-12,"gold gains for the session, ends lower for the week",0
2018-08-11,cpm group : are new central bank gold purchases telling us something?,1
2010-08-13,"crude oil higher, gold down after u.s. data",2
2007-04-09,gold futures end above $690 at highest level since late july,0
2011-08-08,india gold extends gains to record high,0
2011-11-28,spot gold rates trading higher in major metros,0
2015-03-23,gold futures settle higher for a fourth straight session,0
2011-07-03,"gold settles higher, but off session highs",0
2011-11-17,"gold demand rises in q3, european purchases surge",1
2017-01-08,gold price chart: find all the latest gold rate chart and news,1
2015-06-18,"gold extends gains on dovish fed, weak dollar",0
2013-12-23,costlier gold etfs: here is what should you do,0
2015-03-27,"gold settles under $1,200, but scores gain for the week",0
2013-11-20,$1 million in gold found in airplane toilet,1
2007-02-22,"gold falls after powerful rally, as dollar gains",2
2017-09-08,gold logs biggest one-day jump in nearly 3 months,0
2014-08-21,"gold drops on upbeat u.s. data, fed language",2
2017-01-23,will budget transform india from price taker to price setter in the gold market,1
2013-06-08,"dec. gold ends down $19.90, or 1.5%, to $1,282.50",2
2013-02-12,"gold tumbles on stockists selling, weak global cues",2
2013-01-31,gold importers pick up bargains as rupee firms,0
2016-02-11,gold futures edge lower in electronic trading after fed decision,2
2017-11-06,gold down in asia with fed meeting this week in focus,2
2018-08-29,"gold gains some ground, but rate hike views weigh on market",0
2016-11-18,"gold ends at 9-month low, down for second straight week",2
2006-05-07,gold production up two-fold,1
2018-12-04,"us dollar up, gold down as trump backtracks on russia and syria",2
2017-02-03,gold books biggest one-day loss of 2017,2
2010-01-13,"feb. gold ends up $7.40 at $1,136.80 an ounce",0
2016-10-02,government hikes import tariff value on gold and silver,1
2011-08-23,low confidence cleaves gold from u.s. stocks,2
2017-06-06,gold prices log highest settlement since early november,0
2018-03-08,intl fcstone : gold softer but holding up fairly well,1
2010-02-25,gold down a fourth day as dollar rises,2
2017-03-11,gold turns positive after october jobs report comes in weaker than expected,0
2005-08-24,gold futures close back toward $442,0
2018-03-10,"gold futures jump to rs 31,070 on positive global cues",0
2014-08-27,gold prices flat to higher in asia as market eyes india demand,1
2018-02-04,gold futures hold firm advance after ism manufacturing report,1
2000-03-24,gold quiet on lack of market news,1
2017-07-09,gold holds steady amid softer dollar; focus on ecb meet,1
2016-12-28,gold futures settle at two-week highs,0
2017-01-27,gold futures on comex lose roughly 1.4% for the week,2
2016-02-15,gold prices drop more than $20 as global stocks recover,2
2008-01-02,rupee up and gold price hits new high,0
2015-08-20,"gold settles at a 5-week high above $1,150",0
2018-07-20,"gold futures decline to rs 30,007",2
2006-04-28,kinross gold upped to buy at ubs,1
2011-07-19,gold falls on globex on us debt ceiling progress,2
2004-01-09,"spot gold quoted at $408.30, down $1.20 from new york",2
2010-12-30,"copper logs new record; gold, silver lose ground",2
2018-11-06,gold prices range bound ahead of fomc,1
2011-04-11,spot gold rates trading higher,0
2006-11-16,dec. gold closes lower for a fifth session in a row,2
2011-08-12,mcx gold june contract firms up,0
2009-01-05,"june gold ends down $3, or 0.3%, at $888.20",2
2007-08-13,gold dehedging reaches 5-year high; newmont mining leads,0
2018-09-17,"gold rises to rs 31,600 on global cues, spot demand",0
2008-04-12,"feb. gold ends down $5, or 0.6%, at $765.50 an ounce",2
,"spot gold quoted at $439.90, down 10c from new york",2
2006-04-25,"june gold climbs $11.30, or 1.8%, to $635.20/oz",0
2013-04-16,gold rebounds after two-session drop of over $200,0
2010-04-15,"june gold gains 30 cents to $1,160.60/oz on globex",0
2017-11-16,gold steady as dollar gains amid us rate hike expectations,1
2017-10-19,"barrick gold, tanzania reach partnership deal",1
2018-04-25,gold prices to trade higher today: angel commodities,0
2007-11-01,feb. gold falls 90 cents to $612.50/oz after $617 high,2
,spot gold quoted at $550 in asia trade,0
2013-04-15,"gold reverses early gains, drops more than 1%",0
2018-01-10,gold slips as dollar firms amid fed rate hike view,2
2008-09-07,gold prices end higher after iran test fires missile,0
2013-01-17,"gold, silver slip on poor demand",2
2016-09-03,"gold investors on shopping spree, holdings in etfs rise for 18th straight trading day",0
2014-07-05,gold slips as ukraine crisis abates on soothing putin comments,2
2009-08-19,december gold ends up $5.60 at $944.80 an ounce,0
2017-05-17,"june gold jumps $22.30, or 1.8%, to settle at $1,258.70/oz",0
2004-03-18,gold futures log four-session climb,0
2017-10-08,gold hits session highs after u.s. inflation data disappoints,0
2016-03-03,"april gold climbs $16.40, or 1.3%, to settle at $1,258.20/oz",0
2004-03-12,"feb gold up $1.50 at $453.80/oz, reversing fr $450 low",0
2004-06-22,"metals shares end higher, following strength in gold",0
2015-11-27,gold poised for 6th straight weekly drop,2
2011-11-14,"gold dec futures drop $8.90 to $1,779.20/ounce",2
2010-12-22,"templeton's mobius on gold, stocks, industries in 2011",1
2011-07-12,gold may trade higher today: angel commodities,0
2007-11-16,"rupee recoups early losses, gold plunges on global cues",2
2018-10-26,charts : gold prices struggle to capitalize on market meltdown,1
2009-01-08,"gold surges on strong global cues, festive demand",0
2017-11-22,"gold on an upswing, prices to soon test rs 30,000 level",0
2006-08-12,gold futures reverse course to trade lower as dollar gains,2
2007-05-21,gold futures advance after last week's loss,0
2018-05-03,"gold drops to <u+20b9>31,450 on lacklustre demand",2
2004-07-10,gold futures hold above $420 ahead of jobs data,1
2015-04-20,gold prices may trade in a small range today : karvy,1
2016-01-19,"gold ticks down on stronger dollar, stocks",2
2017-03-16,gold futures mark highest finish in two weeks,0
2011-10-21,smart surge in gold rates,0
2013-02-15,soros cuts back on gold and citi talks price 'hibernation',1
2017-04-25,"gold extends losses; down at rs 29,600 on weak global cues",2
2005-01-07,"cboe gold index ends at 83.54, up 0.3%",0
2017-05-05,gold prices suffer 2017's largest weekly loss,2
,why don't the bad people of the world simply hide their money in gold?,1
2015-02-17,gold may face downside risks on stronger dollar,1
2015-05-10,"gold futures climb to rs 26,170 per 10 gm",0
2006-06-29,gold surges as dollar falls on fed statement,0
2017-08-07,"not a 'total shock' if stocks plummet 25% and gold soars 50% by october, says ron paul",1
2017-10-16,"dec. gold down $1.60, or 0.1%, to settle at $1,303/oz",2
2017-09-28,gold hits over 1-month low; palladium races past platinum,2
2018-03-14,gold turns narrowly positive after economic reports,0
2017-08-30,gold adds to loss after updated second-quarter gdp,2
2013-11-09,mcx goldguinea october contract gains 1%,0
2017-09-13,gold rises rs 52 on positive global cues,0
2017-03-08,gold drifts further away from 7-week highs as dollar firms,2
2008-12-03,gold futures close with gains,0
2017-01-31,gold rises as trump policy fuels safe haven demand,0
2016-03-08,"gold, other metals settle lower after strong economic data",2
2012-09-25,"gold ends 0.1% higher at $1,766.40 an ounce",0
2018-04-12,whatever happened to royal mint gold ?: the rise and stall of british blockchain innovation,1
2005-12-23,kinross gold sees 2003 losses increasing by $25m,1
2011-10-20,"gold continues to dip, silver also falls on global cues",2
2017-04-28,akshaya tritiya: big gold discounts on offer; do these checks before buying,1
2008-01-22,"crude-oil futures lose over $3 a barrel, gold drops",2
2012-11-01,gold climbs for a second straight session,0
2010-08-31,"crude down, gold up after u.s. home prices data",0
2017-06-30,"august gold off 0.4% at $1,241.20/oz.",2
2013-05-17,gold futures sink for seventh session in a row,2
2018-11-13,"dec. gold settles at $1,201.40/oz, down $2.10, or 0.2%",2
2018-09-19,"dec. gold climbs $5.40, or nearly 0.5%, to settle at $1,208.30/oz",0
2006-09-10,gold futures up 90c at $577.70 an ounce,0
2017-05-24,"june gold at $1,254.30/oz in electronic trade after $1,253.10 settlement",2
2008-04-30,gold futures extend decline ahead of fed decision,2
2004-12-27,feb gold up $3.30 to close at $446.20/oz,0
2013-11-25,gold closes with a loss after iran nuclear deal,2
2017-11-10,gold prices lower ahead of federal reserve minutes,2
2000-08-09,gold lower in quiet trading,2
2017-06-22,"silver takes control of rs 39,000-level, gold weakens",2
2011-11-30,gold prices in major metros in india,1
2015-06-27,"gold recovers on demand from jewellers, global cues",0
2014-05-03,gold futures below comex close after beige book,2
2013-11-19,"dec. gold up $1.20, or 0.1%, at $1,273.50/oz",0
2017-08-09,gold loan companies see return on assets soar to 2012 levels,1
2006-07-07,gold falls as traders consolidate gains,2
2011-11-17,gold futures extend loses on weak asian cues,2
2016-10-20,gold to trade in 29646-30122 range: achiievers equities,1
2009-10-26,"gold futures fall $6.40 to $1,050/oz",2
2012-02-23,"gold near session highs, trades at $1,784.30/oz",0
2018-04-20,getting the glitter back - a national gold policy needed,1
2017-01-20,gold tallies 4th weekly gain in a row as trump takes oath of office,0
2017-02-02,"april gold gains $11.10, or 0.9%, to settle at $1,219.40/oz",0
2016-07-06,gold holds near 2-week high on fed rate caution,1
2017-11-27,sharia-compliant gold standard - one year on,1
2014-08-04,gold prices hold slightly higher in asia ahead of u.s. fed minutes,0
2014-06-03,comex gold extends gain to second session in a row,0
2017-05-04,"june gold off $6.40, or 0.5%, at $1,252/oz.",2
2012-03-23,gold may slip to &#36;1530/oz: anand rathi commodities,2
2018-07-30,gold price eases on firm dollar ahead of central bank meetings,0
2003-11-24,"gold closes lower, other metals slide",2
2017-02-14,"april gold up $8.20, or 0.7%, at $1,234.20/oz.",0
2014-10-07,gold rises as traders digest fed minutes,0
2011-12-21,"feb. gold falls $4.10 to $1,613.50/oz in ny",2
2018-01-10,gold starts the month with a decline as dollar pushes ahead,2
2016-04-14,gold recovers on scattered buying; silver strengthens,0
2017-02-08,gold holds modest loss after adp report,2
2017-11-14,gold prices dip as dollar holds up on higher us bond yields,2
2016-02-08,"gold ends sharply higher as stocks, crude-oil futures tumble",0
2017-11-09,gold retreats from one-year high as dollar gains ground,2
2016-09-30,gold futures lose nearly 0.3% for the quarter,2
2008-07-15,august gold up $9.80 to $983.50 an ounce on nymex,0
